Column 0,Date,Hospital,Asthma Related Admissions,OZONE,PM10,PM2.5
1124,3/12/2016 12:00:00 AM,Lawrence Hospital,5,26,9,26
1125,3/13/2016 12:00:00 AM,Lawrence Hospital,1,39,12,35
1126,3/14/2016 12:00:00 AM,Lawrence Hospital,14,35,10,23
1127,3/15/2016 12:00:00 AM,Lawrence Hospital,8,33,6,42
1128,3/16/2016 12:00:00 AM,Lawrence Hospital,11,29,21,44
1129,3/17/2016 12:00:00 AM,Lawrence Hospital,29,39,12,29
1130,3/18/2016 12:00:00 AM,Lawrence Hospital,10,37,6,38
1131,3/19/2016 12:00:00 AM,Lawrence Hospital,31,37,3,23
1132,3/20/2016 12:00:00 AM,Lawrence Hospital,19,40,7,23
1133,3/21/2016 12:00:00 AM,Lawrence Hospital,18,40,8,27
1134,3/22/2016 12:00:00 AM,Lawrence Hospital,1,42,13,31
1135,3/23/2016 12:00:00 AM,Lawrence Hospital,8,58,20,55
1136,3/24/2016 12:00:00 AM,Lawrence Hospital,29,42,19,53
1137,3/25/2016 12:00:00 AM,Lawrence Hospital,12,42,25,55
1138,3/26/2016 12:00:00 AM,Lawrence Hospital,10,35,6,21
1139,3/27/2016 12:00:00 AM,Lawrence Hospital,16,39,9,22
1140,3/28/2016 12:00:00 AM,Lawrence Hospital,6,40,4,21
1141,3/29/2016 12:00:00 AM,Lawrence Hospital,15,44,2,24
1142,3/30/2016 12:00:00 AM,Lawrence Hospital,10,44,13,33
1143,3/31/2016 12:00:00 AM,Lawrence Hospital,3,49,26,49
1144,4/1/2016 12:00:00 AM,Lawrence Hospital,12,45,14,48
1145,4/2/2016 12:00:00 AM,Lawrence Hospital,9,37,8,23
1146,4/3/2016 12:00:00 AM,Lawrence Hospital,2,40,3,25
1147,4/4/2016 12:00:00 AM,Lawrence Hospital,25,31,8,46
1148,4/5/2016 12:00:00 AM,Lawrence Hospital,7,40,9,32
1149,4/6/2016 12:00:00 AM,Lawrence Hospital,23,46,13,24
1150,4/7/2016 12:00:00 AM,Lawrence Hospital,13,43,12,25
1151,4/8/2016 12:00:00 AM,Lawrence Hospital,18,38,5,37
1152,4/9/2016 12:00:00 AM,Lawrence Hospital,2,36,8,41
1153,4/10/2016 12:00:00 AM,Lawrence Hospital,10,40,9,27
1154,4/11/2016 12:00:00 AM,Lawrence Hospital,4,44,22,44
1155,4/12/2016 12:00:00 AM,Lawrence Hospital,22,36,13,37
1156,4/13/2016 12:00:00 AM,Lawrence Hospital,21,39,7,25
1157,4/14/2016 12:00:00 AM,Lawrence Hospital,13,39,8,30
1158,4/15/2016 12:00:00 AM,Lawrence Hospital,25,42,8,32
1159,4/16/2016 12:00:00 AM,Lawrence Hospital,26,46,6,27
1160,4/17/2016 12:00:00 AM,Lawrence Hospital,14,50,12,38
1161,4/18/2016 12:00:00 AM,Lawrence Hospital,1,74,21,42
1162,4/19/2016 12:00:00 AM,Lawrence Hospital,5,51,17,30
1163,4/20/2016 12:00:00 AM,Lawrence Hospital,17,49,9,17
1164,4/21/2016 12:00:00 AM,Lawrence Hospital,10,71,22,52
1165,4/22/2016 12:00:00 AM,Lawrence Hospital,2,74,36,86
1166,4/23/2016 12:00:00 AM,Lawrence Hospital,14,39,11,31
1167,4/24/2016 12:00:00 AM,Lawrence Hospital,24,47,6,21
1168,4/25/2016 12:00:00 AM,Lawrence Hospital,14,47,17,44
1169,4/26/2016 12:00:00 AM,Lawrence Hospital,14,33,19,44
1170,4/27/2016 12:00:00 AM,Lawrence Hospital,2,35,11,19
1171,4/28/2016 12:00:00 AM,Lawrence Hospital,9,45,11,22
1172,4/29/2016 12:00:00 AM,Lawrence Hospital,17,43,13,23
1173,4/30/2016 12:00:00 AM,Lawrence Hospital,7,48,10,22
1174,5/1/2016 12:00:00 AM,Lawrence Hospital,13,38,5,14
1175,5/2/2016 12:00:00 AM,Lawrence Hospital,9,31,19,47
1176,5/3/2016 12:00:00 AM,Lawrence Hospital,26,29,7,19
1177,5/4/2016 12:00:00 AM,Lawrence Hospital,13,28,5,14
1178,5/5/2016 12:00:00 AM,Lawrence Hospital,1,29,4,21
1179,5/6/2016 12:00:00 AM,Lawrence Hospital,2,28,6,17
1180,5/7/2016 12:00:00 AM,Lawrence Hospital,1,25,7,19
1181,5/8/2016 12:00:00 AM,Lawrence Hospital,25,37,8,21
1182,5/9/2016 12:00:00 AM,Lawrence Hospital,23,47,14,40
1183,5/10/2016 12:00:00 AM,Lawrence Hospital,27,35,10,21
1184,5/11/2016 12:00:00 AM,Lawrence Hospital,18,44,18,48
1185,5/12/2016 12:00:00 AM,Lawrence Hospital,29,97,26,54
1186,5/13/2016 12:00:00 AM,Lawrence Hospital,3,34,24,69
1187,5/14/2016 12:00:00 AM,Lawrence Hospital,3,49,11,61
1188,5/15/2016 12:00:00 AM,Lawrence Hospital,3,30,3,27
1189,5/16/2016 12:00:00 AM,Lawrence Hospital,4,41,8,47
1190,5/17/2016 12:00:00 AM,Lawrence Hospital,18,38,14,64
1191,5/18/2016 12:00:00 AM,Lawrence Hospital,13,42,10,59
1192,5/19/2016 12:00:00 AM,Lawrence Hospital,22,45,16,65
1193,5/20/2016 12:00:00 AM,Lawrence Hospital,11,48,12,28
1194,5/21/2016 12:00:00 AM,Lawrence Hospital,30,44,16,34
1195,5/22/2016 12:00:00 AM,Lawrence Hospital,1,48,9,22
1196,5/23/2016 12:00:00 AM,Lawrence Hospital,16,58,15,31
1197,5/24/2016 12:00:00 AM,Lawrence Hospital,9,38,12,39
1198,5/25/2016 12:00:00 AM,Lawrence Hospital,0,151,24,66
1199,5/26/2016 12:00:00 AM,Lawrence Hospital,13,133,28,67
1200,5/27/2016 12:00:00 AM,Lawrence Hospital,15,101,39,74
1201,5/28/2016 12:00:00 AM,Lawrence Hospital,43,112,26,58
1202,5/29/2016 12:00:00 AM,Lawrence Hospital,4,74,13,34
1203,5/30/2016 12:00:00 AM,Lawrence Hospital,12,37,NA,19
1204,5/31/2016 12:00:00 AM,Lawrence Hospital,38,64,NA,34
1205,6/1/2016 12:00:00 AM,Lawrence Hospital,10,54,15,41
1206,6/2/2016 12:00:00 AM,Lawrence Hospital,37,44,13,33
1207,6/3/2016 12:00:00 AM,Lawrence Hospital,0,24,14,37
1208,6/4/2016 12:00:00 AM,Lawrence Hospital,3,71,18,50
1209,6/5/2016 12:00:00 AM,Lawrence Hospital,33,35,3,18
1210,6/6/2016 12:00:00 AM,Lawrence Hospital,28,71,8,26
1211,6/7/2016 12:00:00 AM,Lawrence Hospital,23,71,11,37
1212,6/8/2016 12:00:00 AM,Lawrence Hospital,4,28,5,17
1213,6/9/2016 12:00:00 AM,Lawrence Hospital,43,42,8,12
1214,6/10/2016 12:00:00 AM,Lawrence Hospital,31,42,7,16
1215,6/11/2016 12:00:00 AM,Lawrence Hospital,27,101,20,55
1216,6/12/2016 12:00:00 AM,Lawrence Hospital,1,46,15,34
1217,6/13/2016 12:00:00 AM,Lawrence Hospital,18,29,3,27
1218,6/14/2016 12:00:00 AM,Lawrence Hospital,45,40,6,23
1219,6/15/2016 12:00:00 AM,Lawrence Hospital,31,87,12,38
1220,6/16/2016 12:00:00 AM,Lawrence Hospital,8,44,21,54
1221,6/17/2016 12:00:00 AM,Lawrence Hospital,10,50,16,36
1222,6/18/2016 12:00:00 AM,Lawrence Hospital,42,84,11,32
1223,6/19/2016 12:00:00 AM,Lawrence Hospital,34,84,16,35
1224,6/20/2016 12:00:00 AM,Lawrence Hospital,28,71,18,39
1225,6/21/2016 12:00:00 AM,Lawrence Hospital,0,90,15,42
1226,6/22/2016 12:00:00 AM,Lawrence Hospital,21,54,15,45
1227,6/23/2016 12:00:00 AM,Lawrence Hospital,23,64,25,57
1228,6/24/2016 12:00:00 AM,Lawrence Hospital,43,87,20,55
1229,6/25/2016 12:00:00 AM,Lawrence Hospital,48,77,14,37
1230,6/26/2016 12:00:00 AM,Lawrence Hospital,17,115,15,45
1231,6/27/2016 12:00:00 AM,Lawrence Hospital,21,49,18,47
1232,6/28/2016 12:00:00 AM,Lawrence Hospital,38,36,11,41
1233,6/29/2016 12:00:00 AM,Lawrence Hospital,15,54,10,30
1234,6/30/2016 12:00:00 AM,Lawrence Hospital,3,58,12,27
1235,7/1/2016 12:00:00 AM,Lawrence Hospital,21,44,15,33
1236,7/2/2016 12:00:00 AM,Lawrence Hospital,31,32,9,20
1237,7/3/2016 12:00:00 AM,Lawrence Hospital,32,44,11,29
1238,7/4/2016 12:00:00 AM,Lawrence Hospital,4,64,18,50
1239,7/5/2016 12:00:00 AM,Lawrence Hospital,34,44,NA,22
1240,7/6/2016 12:00:00 AM,Lawrence Hospital,25,115,16,52
1241,7/7/2016 12:00:00 AM,Lawrence Hospital,36,80,23,57
1242,7/8/2016 12:00:00 AM,Lawrence Hospital,1,50,17,46
1243,7/9/2016 12:00:00 AM,Lawrence Hospital,5,23,10,17
1244,7/10/2016 12:00:00 AM,Lawrence Hospital,7,34,4,12
1245,7/11/2016 12:00:00 AM,Lawrence Hospital,41,42,6,12
1246,7/12/2016 12:00:00 AM,Lawrence Hospital,30,67,11,28
1247,7/13/2016 12:00:00 AM,Lawrence Hospital,41,44,14,27
1248,7/14/2016 12:00:00 AM,Lawrence Hospital,25,49,19,65
1249,7/15/2016 12:00:00 AM,Lawrence Hospital,7,115,19,53
1250,7/16/2016 12:00:00 AM,Lawrence Hospital,20,90,14,38
1251,7/17/2016 12:00:00 AM,Lawrence Hospital,43,101,12,44
1252,7/18/2016 12:00:00 AM,Lawrence Hospital,0,90,16,47
1253,7/19/2016 12:00:00 AM,Lawrence Hospital,5,36,10,23
1254,7/20/2016 12:00:00 AM,Lawrence Hospital,4,44,11,24
1255,7/21/2016 12:00:00 AM,Lawrence Hospital,32,122,20,40
1256,7/22/2016 12:00:00 AM,Lawrence Hospital,5,140,23,77
1257,7/23/2016 12:00:00 AM,Lawrence Hospital,9,51,14,60
1258,7/24/2016 12:00:00 AM,Lawrence Hospital,51,64,13,58
1259,7/25/2016 12:00:00 AM,Lawrence Hospital,13,100,20,62
1260,7/26/2016 12:00:00 AM,Lawrence Hospital,4,44,11,27
1261,7/27/2016 12:00:00 AM,Lawrence Hospital,6,74,13,32
1262,7/28/2016 12:00:00 AM,Lawrence Hospital,15,101,23,61
1263,7/29/2016 12:00:00 AM,Lawrence Hospital,38,108,15,52
1264,7/30/2016 12:00:00 AM,Lawrence Hospital,29,80,19,61
1265,7/31/2016 12:00:00 AM,Lawrence Hospital,24,38,12,56
1266,8/1/2016 12:00:00 AM,Lawrence Hospital,21,38,10,43
1267,8/2/2016 12:00:00 AM,Lawrence Hospital,14,27,9,41
1268,8/3/2016 12:00:00 AM,Lawrence Hospital,26,38,10,39
1269,8/4/2016 12:00:00 AM,Lawrence Hospital,34,44,13,32
1270,8/5/2016 12:00:00 AM,Lawrence Hospital,1,61,16,30
1271,8/6/2016 12:00:00 AM,Lawrence Hospital,5,47,12,34
1272,8/7/2016 12:00:00 AM,Lawrence Hospital,40,37,7,19
1273,8/8/2016 12:00:00 AM,Lawrence Hospital,45,49,10,35
1274,8/9/2016 12:00:00 AM,Lawrence Hospital,31,90,15,39
1275,8/10/2016 12:00:00 AM,Lawrence Hospital,35,36,16,35
1276,8/11/2016 12:00:00 AM,Lawrence Hospital,19,84,19,45
1277,8/12/2016 12:00:00 AM,Lawrence Hospital,27,71,13,38
1278,8/13/2016 12:00:00 AM,Lawrence Hospital,10,87,18,51
1279,8/14/2016 12:00:00 AM,Lawrence Hospital,38,49,8,31
1280,8/15/2016 12:00:00 AM,Lawrence Hospital,5,64,10,32
1281,8/16/2016 12:00:00 AM,Lawrence Hospital,12,47,17,42
1282,8/17/2016 12:00:00 AM,Lawrence Hospital,29,38,7,13
1283,8/18/2016 12:00:00 AM,Lawrence Hospital,51,54,12,36
1284,8/19/2016 12:00:00 AM,Lawrence Hospital,47,74,15,39
1285,8/20/2016 12:00:00 AM,Lawrence Hospital,29,51,15,37
1286,8/21/2016 12:00:00 AM,Lawrence Hospital,31,44,10,22
1287,8/22/2016 12:00:00 AM,Lawrence Hospital,13,31,6,12
1288,8/23/2016 12:00:00 AM,Lawrence Hospital,54,61,10,22
1289,8/24/2016 12:00:00 AM,Lawrence Hospital,7,100,17,41
1290,8/25/2016 12:00:00 AM,Lawrence Hospital,24,61,20,43
1291,8/26/2016 12:00:00 AM,Lawrence Hospital,53,44,16,42
1292,8/27/2016 12:00:00 AM,Lawrence Hospital,35,44,12,29
1293,8/28/2016 12:00:00 AM,Lawrence Hospital,31,51,11,28
1294,8/29/2016 12:00:00 AM,Lawrence Hospital,44,46,11,23
1295,8/30/2016 12:00:00 AM,Lawrence Hospital,11,54,10,27
1296,8/31/2016 12:00:00 AM,Lawrence Hospital,45,77,18,44
1297,9/1/2016 12:00:00 AM,Lawrence Hospital,41,39,15,53
1298,9/2/2016 12:00:00 AM,Lawrence Hospital,6,30,6,19
1299,9/3/2016 12:00:00 AM,Lawrence Hospital,8,31,9,27
1300,9/4/2016 12:00:00 AM,Lawrence Hospital,6,34,7,19
1301,9/5/2016 12:00:00 AM,Lawrence Hospital,2,33,7,18
1302,9/6/2016 12:00:00 AM,Lawrence Hospital,56,31,7,37
1303,9/7/2016 12:00:00 AM,Lawrence Hospital,28,39,9,26
1304,9/8/2016 12:00:00 AM,Lawrence Hospital,13,97,23,56
1305,9/9/2016 12:00:00 AM,Lawrence Hospital,49,64,14,52
1306,9/10/2016 12:00:00 AM,Lawrence Hospital,44,67,20,62
1307,9/11/2016 12:00:00 AM,Lawrence Hospital,5,35,10,28
1308,9/12/2016 12:00:00 AM,Lawrence Hospital,27,37,7,18
1309,9/13/2016 12:00:00 AM,Lawrence Hospital,20,44,15,24
1310,9/14/2016 12:00:00 AM,Lawrence Hospital,26,87,16,39
1311,9/15/2016 12:00:00 AM,Lawrence Hospital,11,34,4,15
1312,9/16/2016 12:00:00 AM,Lawrence Hospital,1,38,9,29
1313,9/17/2016 12:00:00 AM,Lawrence Hospital,39,34,10,19
1314,9/18/2016 12:00:00 AM,Lawrence Hospital,16,31,12,34
1315,9/19/2016 12:00:00 AM,Lawrence Hospital,18,25,11,28
1316,9/20/2016 12:00:00 AM,Lawrence Hospital,0,34,12,32
1317,9/21/2016 12:00:00 AM,Lawrence Hospital,17,46,13,35
1318,9/22/2016 12:00:00 AM,Lawrence Hospital,19,54,12,31
1319,9/23/2016 12:00:00 AM,Lawrence Hospital,30,93,21,49
1320,9/24/2016 12:00:00 AM,Lawrence Hospital,3,31,6,15
1321,9/25/2016 12:00:00 AM,Lawrence Hospital,26,33,5,18
1322,9/26/2016 12:00:00 AM,Lawrence Hospital,28,44,10,21
1323,9/27/2016 12:00:00 AM,Lawrence Hospital,44,39,11,31
1324,9/28/2016 12:00:00 AM,Lawrence Hospital,53,30,13,34
1325,9/29/2016 12:00:00 AM,Lawrence Hospital,2,29,11,22
1326,9/30/2016 12:00:00 AM,Lawrence Hospital,30,23,8,22
1327,10/1/2016 12:00:00 AM,Lawrence Hospital,39,22,3,13
1328,10/2/2016 12:00:00 AM,Lawrence Hospital,36,17,7,27
1329,10/3/2016 12:00:00 AM,Lawrence Hospital,31,29,16,52
1330,10/4/2016 12:00:00 AM,Lawrence Hospital,48,28,10,30
1331,10/5/2016 12:00:00 AM,Lawrence Hospital,47,31,12,27
1332,10/6/2016 12:00:00 AM,Lawrence Hospital,35,41,21,41
1333,10/7/2016 12:00:00 AM,Lawrence Hospital,19,48,23,47
1334,10/8/2016 12:00:00 AM,Lawrence Hospital,3,26,12,36
1335,10/9/2016 12:00:00 AM,Lawrence Hospital,0,21,6,16
1336,10/10/2016 12:00:00 AM,Lawrence Hospital,55,31,5,19
1337,10/11/2016 12:00:00 AM,Lawrence Hospital,56,27,9,25
1338,10/12/2016 12:00:00 AM,Lawrence Hospital,42,32,12,35
1339,10/13/2016 12:00:00 AM,Lawrence Hospital,8,23,16,38
1340,10/14/2016 12:00:00 AM,Lawrence Hospital,23,28,7,21
1341,10/15/2016 12:00:00 AM,Lawrence Hospital,40,39,8,22
1342,10/16/2016 12:00:00 AM,Lawrence Hospital,24,40,13,33
1343,10/17/2016 12:00:00 AM,Lawrence Hospital,3,45,22,58
1344,10/18/2016 12:00:00 AM,Lawrence Hospital,2,43,30,63
1345,10/19/2016 12:00:00 AM,Lawrence Hospital,21,40,15,39
1346,10/20/2016 12:00:00 AM,Lawrence Hospital,43,33,26,63
1347,10/21/2016 12:00:00 AM,Lawrence Hospital,53,23,NA,37
1348,10/22/2016 12:00:00 AM,Lawrence Hospital,0,23,3,15
1349,10/23/2016 12:00:00 AM,Lawrence Hospital,64,31,6,24
1350,10/24/2016 12:00:00 AM,Lawrence Hospital,53,32,9,32
1351,10/25/2016 12:00:00 AM,Lawrence Hospital,40,25,6,32
1352,10/26/2016 12:00:00 AM,Lawrence Hospital,0,27,9,19
1353,10/27/2016 12:00:00 AM,Lawrence Hospital,17,33,7,27
1354,10/28/2016 12:00:00 AM,Lawrence Hospital,25,24,5,20
1355,10/29/2016 12:00:00 AM,Lawrence Hospital,39,32,13,36
1356,10/30/2016 12:00:00 AM,Lawrence Hospital,40,39,17,56
1357,10/31/2016 12:00:00 AM,Lawrence Hospital,36,26,5,20
1358,11/1/2016 12:00:00 AM,Lawrence Hospital,9,31,12,39
1359,11/2/2016 12:00:00 AM,Lawrence Hospital,17,21,23,52
1360,11/3/2016 12:00:00 AM,Lawrence Hospital,4,30,28,60
1361,11/4/2016 12:00:00 AM,Lawrence Hospital,1,31,6,24
1362,11/5/2016 12:00:00 AM,Lawrence Hospital,28,29,9,34
1363,11/6/2016 12:00:00 AM,Lawrence Hospital,37,28,6,26
1364,11/7/2016 12:00:00 AM,Lawrence Hospital,30,23,7,29
1365,11/8/2016 12:00:00 AM,Lawrence Hospital,17,24,19,47
1366,11/9/2016 12:00:00 AM,Lawrence Hospital,4,19,16,56
1367,11/10/2016 12:00:00 AM,Lawrence Hospital,23,26,6,24
1368,11/11/2016 12:00:00 AM,Lawrence Hospital,14,31,9,31
1369,11/12/2016 12:00:00 AM,Lawrence Hospital,7,32,6,25
1370,11/13/2016 12:00:00 AM,Lawrence Hospital,4,36,9,45
1371,11/14/2016 12:00:00 AM,Lawrence Hospital,2,26,20,53
1372,11/15/2016 12:00:00 AM,Lawrence Hospital,11,26,10,41
1373,11/16/2016 12:00:00 AM,Lawrence Hospital,16,33,17,53
1374,11/17/2016 12:00:00 AM,Lawrence Hospital,29,31,15,54
1375,11/18/2016 12:00:00 AM,Lawrence Hospital,4,22,14,62
1376,11/19/2016 12:00:00 AM,Lawrence Hospital,16,29,15,45
1377,11/20/2016 12:00:00 AM,Lawrence Hospital,30,39,NA,18
1378,11/21/2016 12:00:00 AM,Lawrence Hospital,25,35,2,23
1379,11/22/2016 12:00:00 AM,Lawrence Hospital,23,31,3,33
1380,11/23/2016 12:00:00 AM,Lawrence Hospital,4,31,6,33
1381,11/24/2016 12:00:00 AM,Lawrence Hospital,15,20,9,40
1382,11/25/2016 12:00:00 AM,Lawrence Hospital,2,7,27,70
1383,11/26/2016 12:00:00 AM,Lawrence Hospital,21,19,10,42
1384,11/27/2016 12:00:00 AM,Lawrence Hospital,22,35,4,29
1385,11/28/2016 12:00:00 AM,Lawrence Hospital,22,31,14,45
1386,11/29/2016 12:00:00 AM,Lawrence Hospital,11,33,12,37
1387,11/30/2016 12:00:00 AM,Lawrence Hospital,3,24,15,49
1388,12/1/2016 12:00:00 AM,Lawrence Hospital,17,24,6,27
1389,12/2/2016 12:00:00 AM,Lawrence Hospital,4,23,5,35
1390,12/3/2016 12:00:00 AM,Lawrence Hospital,2,42,4,31
1391,12/4/2016 12:00:00 AM,Lawrence Hospital,8,39,4,36
1392,12/5/2016 12:00:00 AM,Lawrence Hospital,11,19,8,41
1393,12/6/2016 12:00:00 AM,Lawrence Hospital,15,25,9,44
1394,12/7/2016 12:00:00 AM,Lawrence Hospital,7,15,9,59
1395,12/8/2016 12:00:00 AM,Lawrence Hospital,17,26,13,58
1396,12/9/2016 12:00:00 AM,Lawrence Hospital,17,31,7,35
1397,12/10/2016 12:00:00 AM,Lawrence Hospital,6,29,7,42
1398,12/11/2016 12:00:00 AM,Lawrence Hospital,0,19,12,38
1399,12/12/2016 12:00:00 AM,Lawrence Hospital,4,17,13,52
1400,12/13/2016 12:00:00 AM,Lawrence Hospital,12,17,16,54
1401,12/14/2016 12:00:00 AM,Lawrence Hospital,22,26,17,51
1402,12/15/2016 12:00:00 AM,Lawrence Hospital,11,31,9,45
1403,12/16/2016 12:00:00 AM,Lawrence Hospital,4,24,14,49
1404,12/17/2016 12:00:00 AM,Lawrence Hospital,27,9,13,49
1405,12/18/2016 12:00:00 AM,Lawrence Hospital,7,30,11,57
1406,12/19/2016 12:00:00 AM,Lawrence Hospital,16,33,5,38
1407,12/20/2016 12:00:00 AM,Lawrence Hospital,3,20,17,43
1408,12/21/2016 12:00:00 AM,Lawrence Hospital,8,13,24,62
1409,12/22/2016 12:00:00 AM,Lawrence Hospital,22,23,21,57
1410,12/23/2016 12:00:00 AM,Lawrence Hospital,28,29,13,50
1411,12/24/2016 12:00:00 AM,Lawrence Hospital,10,25,14,53
1412,12/25/2016 12:00:00 AM,Lawrence Hospital,11,31,6,49
1413,12/26/2016 12:00:00 AM,Lawrence Hospital,22,27,9,41
1414,12/27/2016 12:00:00 AM,Lawrence Hospital,20,27,NA,44
1415,12/28/2016 12:00:00 AM,Lawrence Hospital,0,25,NA,42
1416,12/29/2016 12:00:00 AM,Lawrence Hospital,2,22,11,44
1417,12/30/2016 12:00:00 AM,Lawrence Hospital,7,25,6,45
1418,12/31/2016 12:00:00 AM,Lawrence Hospital,9,29,9,42
1419,1/1/2017 12:00:00 AM,Lawrence Hospital,13,31,10,59
1420,1/2/2017 12:00:00 AM,Lawrence Hospital,3,27,11,57
1421,1/3/2017 12:00:00 AM,Lawrence Hospital,16,28,4,43
1422,1/4/2017 12:00:00 AM,Lawrence Hospital,18,30,9,46
1423,1/5/2017 12:00:00 AM,Lawrence Hospital,9,29,10,49
1424,1/6/2017 12:00:00 AM,Lawrence Hospital,22,29,13,52
1425,1/7/2017 12:00:00 AM,Lawrence Hospital,3,27,10,53
1426,1/8/2017 12:00:00 AM,Lawrence Hospital,9,31,9,54
1427,1/9/2017 12:00:00 AM,Lawrence Hospital,30,19,14,50
1428,1/10/2017 12:00:00 AM,Lawrence Hospital,13,26,19,53
1429,1/11/2017 12:00:00 AM,Lawrence Hospital,28,20,17,52
1430,1/12/2017 12:00:00 AM,Lawrence Hospital,16,24,15,56
1431,1/13/2017 12:00:00 AM,Lawrence Hospital,31,35,9,44
1432,1/14/2017 12:00:00 AM,Lawrence Hospital,15,29,9,44
1433,1/15/2017 12:00:00 AM,Lawrence Hospital,8,30,16,52
1434,1/16/2017 12:00:00 AM,Lawrence Hospital,0,19,28,59
1435,1/17/2017 12:00:00 AM,Lawrence Hospital,3,24,33,74
1436,1/18/2017 12:00:00 AM,Lawrence Hospital,8,26,6,53
1437,1/19/2017 12:00:00 AM,Lawrence Hospital,15,21,8,50
1438,1/20/2017 12:00:00 AM,Lawrence Hospital,20,20,12,56
1439,1/21/2017 12:00:00 AM,Lawrence Hospital,22,8,22,63
1440,1/22/2017 12:00:00 AM,Lawrence Hospital,26,23,20,62
1441,1/23/2017 12:00:00 AM,Lawrence Hospital,6,33,6,38
1442,1/24/2017 12:00:00 AM,Lawrence Hospital,25,31,2,31
1443,1/25/2017 12:00:00 AM,Lawrence Hospital,2,29,9,39
1444,1/26/2017 12:00:00 AM,Lawrence Hospital,0,21,12,59
1445,1/27/2017 12:00:00 AM,Lawrence Hospital,6,23,5,39
1446,1/28/2017 12:00:00 AM,Lawrence Hospital,28,25,5,37
1447,1/29/2017 12:00:00 AM,Lawrence Hospital,6,32,9,49
1448,1/30/2017 12:00:00 AM,Lawrence Hospital,16,34,7,35
1449,1/31/2017 12:00:00 AM,Lawrence Hospital,11,27,11,62
1450,2/1/2017 12:00:00 AM,Lawrence Hospital,9,31,14,41
1451,2/2/2017 12:00:00 AM,Lawrence Hospital,27,33,10,37
1452,2/3/2017 12:00:00 AM,Lawrence Hospital,2,34,12,44
1453,2/4/2017 12:00:00 AM,Lawrence Hospital,15,36,10,43
1454,2/5/2017 12:00:00 AM,Lawrence Hospital,11,31,18,52
1455,2/6/2017 12:00:00 AM,Lawrence Hospital,22,35,19,55
1456,2/7/2017 12:00:00 AM,Lawrence Hospital,14,23,24,68
1457,2/8/2017 12:00:00 AM,Lawrence Hospital,19,28,21,58
1458,2/9/2017 12:00:00 AM,Lawrence Hospital,33,35,5,34
1459,2/10/2017 12:00:00 AM,Lawrence Hospital,7,35,10,38
1460,2/11/2017 12:00:00 AM,Lawrence Hospital,4,19,28,62
1461,2/13/2016 12:00:00 AM,Lower Manhattan Hospital,25,34,13,54
1462,2/14/2016 12:00:00 AM,Lower Manhattan Hospital,22,26,6,41
1463,2/15/2016 12:00:00 AM,Lower Manhattan Hospital,1,19,16,62
1464,2/16/2016 12:00:00 AM,Lower Manhattan Hospital,2,35,15,52
1465,2/17/2016 12:00:00 AM,Lower Manhattan Hospital,25,26,9,45
1466,2/18/2016 12:00:00 AM,Lower Manhattan Hospital,18,35,10,31
1467,2/19/2016 12:00:00 AM,Lower Manhattan Hospital,10,28,13,43
1468,2/20/2016 12:00:00 AM,Lower Manhattan Hospital,1,35,13,59
1469,2/21/2016 12:00:00 AM,Lower Manhattan Hospital,8,33,8,52
1470,2/22/2016 12:00:00 AM,Lower Manhattan Hospital,4,32,6,30
1471,2/23/2016 12:00:00 AM,Lower Manhattan Hospital,25,33,5,55
1472,2/24/2016 12:00:00 AM,Lower Manhattan Hospital,4,30,5,33
1473,2/25/2016 12:00:00 AM,Lower Manhattan Hospital,4,31,NA,42
1474,2/26/2016 12:00:00 AM,Lower Manhattan Hospital,16,35,3,32
1475,2/27/2016 12:00:00 AM,Lower Manhattan Hospital,19,35,6,51
1476,2/28/2016 12:00:00 AM,Lower Manhattan Hospital,9,37,14,59
1477,2/29/2016 12:00:00 AM,Lower Manhattan Hospital,5,33,15,50
1478,3/1/2016 12:00:00 AM,Lower Manhattan Hospital,4,40,12,41
1479,3/2/2016 12:00:00 AM,Lower Manhattan Hospital,18,34,10,54
1480,3/3/2016 12:00:00 AM,Lower Manhattan Hospital,20,33,6,34
1481,3/4/2016 12:00:00 AM,Lower Manhattan Hospital,0,32,13,43
1482,3/5/2016 12:00:00 AM,Lower Manhattan Hospital,11,35,8,36
1483,3/6/2016 12:00:00 AM,Lower Manhattan Hospital,5,38,10,47
1484,3/7/2016 12:00:00 AM,Lower Manhattan Hospital,26,31,29,65
1485,3/8/2016 12:00:00 AM,Lower Manhattan Hospital,21,35,38,76
1486,3/9/2016 12:00:00 AM,Lower Manhattan Hospital,2,31,51,82
1487,3/10/2016 12:00:00 AM,Lower Manhattan Hospital,22,44,28,68
1488,3/11/2016 12:00:00 AM,Lower Manhattan Hospital,22,31,7,20
1489,3/12/2016 12:00:00 AM,Lower Manhattan Hospital,9,26,9,26
1490,3/13/2016 12:00:00 AM,Lower Manhattan Hospital,1,39,12,35
1491,3/14/2016 12:00:00 AM,Lower Manhattan Hospital,14,35,10,23
1492,3/15/2016 12:00:00 AM,Lower Manhattan Hospital,14,33,6,42
1493,3/16/2016 12:00:00 AM,Lower Manhattan Hospital,18,29,21,44
1494,3/17/2016 12:00:00 AM,Lower Manhattan Hospital,27,39,12,29
1495,3/18/2016 12:00:00 AM,Lower Manhattan Hospital,4,37,6,38
1496,3/19/2016 12:00:00 AM,Lower Manhattan Hospital,7,37,3,23
1497,3/20/2016 12:00:00 AM,Lower Manhattan Hospital,19,40,7,23
