skill,Cloud Computing,Accelerated Project Results,Analytics and business intelligence,Application Modernization,Big Data,Collaboration technologies workflow,CRM,DevOps,ERP Applications,IT department leadership in innovation.using new technology,Mobile technologies,Security,Virtualization,Web 2.0,Augmented Reality,Wearable Computing,3D Printing,Personal Cloud,Digital Banking,Smart Cities,Telematics,Internet of Things,Desktop Applications Specialist,Leadership,Technical Analyst,Desktop Security Specialist,Network Engineer,Project Management,Database Specialist,Legacy Programmer,Systems Engineer,Web Developer
experience_technologies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056338028,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0
experience_telematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0
experience_vmware,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0.01843318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
experience_web_technologies,0,0,0,0.172413793,0,0,0,0.072727273,0.018181818,0,0.000678426,0,0,0.063829787,0,0,0,0,0,0,0.063492063,0,0,0,0,0,0,0,0,0,0,0
expertise_complex_technical_projects,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extjs,0,0,0,0,0,0,0,0,0,0,0.010515604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extreme-programming,0,0.146551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f#,0,0,0,0,0,0.010670732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face-detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face-recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facebook,0,0,0.072423398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facebook-graph-api,0,0,0.013927577,0,0,0,0,0,0,0,0,0.003072983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facebook-insights,0,0,0.036211699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facebook-javascript-sdk,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facebook-oauth,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feature-detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
federated-identity,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fedora,0,0,0,0,0,0,0,0,0,0,0,0,0.023041475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feed,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fennec,0,0,0,0,0,0,0,0,0,0,0.003052917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
file-access,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
file-io,0,0,0,0,0,0,0,0,0,0,0,0.007682458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filesystems,0,0,0,0,0,0,0,0,0,0,0,0.011011524,0.023041475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filter,0,0,0,0,0,0,0,0,0,0,0,0.008194622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finance,0.004597701,0,0.013927577,0,0,0,0.000958773,0,0.054545455,0.016528926,0.000339213,0,0.013824885,0.021276596,0,0,0,0,0,0,0,0,0.00432526,0.012376238,0.171875,0,0,0.006787331,0,0.001563477,0,0.002336449
financial_institutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605633803,0,0,0,0,0,0,0,0,0,0,0,0,0
financial_institutions_end_users,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
financial_institutions_fis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
financial_institutions_fis_united,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
financial_institutions_million_online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
financial_institutions_optimize_profitability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
financial_services_experience,0.002298851,0,0.002785515,0.034482759,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
financial_services_platform,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
fingerprint,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fips,0,0,0,0,0,0,0,0,0,0,0,0.003585147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firewall,0,0,0,0,0,0,0,0,0,0,0,0.013060179,0,0,0,0,0,0,0,0,0,0,0.001482946,0,0,0.077922078,0.291545189,0.001292825,0,0.001786719,0.017492711,0
fis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
flartoolkit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flash,0.011494253,0,0.016713092,0,0,0.012195122,0,0,0,0,0.039348711,0,0,0,0.064102564,0.043478261,0,0,0,0,0.047619048,0,0.012110727,0.00990099,0.015625,0.136363637,0.010204082,0.011312218,0.022222222,0.002501564,0.020408163,0.025700935
flask,0,0,0,0,0,0,0,0,0,0,0,0.002304738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flex,0,0,0,0,0,0,0,0,0,0,0.181139756,0.026888604,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flexible,0.006896552,0.002873563,0.002785515,0.017241379,0.008097166,0.00304878,0.001917546,0,0.018181818,0.024793388,0.000678426,0.000256082,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flowchart,0,0,0,0,0,0.022865854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flowplayer,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flume,0.013793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flurry,0,0,0.142061281,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fopen,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forms-authentication,0,0,0,0,0,0,0,0,0,0,0,0.024839949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fosuserbundle,0,0,0,0,0,0,0,0,0,0,0,0.007682458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frameworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freemarker,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
front_end,0,0,0,0,0,0.010670732,0,0.018181818,0,0,0.001696065,0,0,0,0.005128205,0.043478261,0.285714286,0,0.028169014,0,0,0,0,0,0,0,0,0,0,0,0,0
ftp,0,0,0,0,0,0,0,0,0,0,0,0.01177977,0,0,0,0,0,0,0,0,0,0,0.020761246,0.02970297,0.59375,0.090909091,0.06122449,0.004524887,0.022222222,0.010631645,0.020408163,0.009345794
fxcop,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game,0,0,0,0,0,0,0,0.054545455,0,0,0,0,0,0,0.017948718,0,0,0,0.014084507,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0
gcc,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gd,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdb,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geolocation,0,0,0,0,0,0,0,0,0,0,0.030868385,0.001792574,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
git,0.022988506,0.034482759,0,0,0,0.542682927,0,0.181818182,0,0,0,0.016389245,0,0,0.002564103,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
git-svn,0,0,0,0,0,0.018292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glassfish,0,0,0,0,0,0,0,0,0,0,0,0.02099872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glibc,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
global-asax,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
global-variables,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glsurfaceview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnupg,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-analytics,0,0,1,0,0,0,0,0,0,0,0.011533243,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-api,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-app-engine,0.216091954,0,0.013927577,0,0,0,0,0,0,0,0.00339213,0.025352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-authentication,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-bigquery,0,0,0,0,0.024291498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-cloud-storage,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-compute-engine,0.013793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-maps,0,0,0,0,0,0,0,0,0,0,0.010854817,0.002560819,0,0,0.01025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google-play,0,0,0,0,0,0,0,0,0,0,0.005766621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
government,0.009195402,0,0,0.189655172,0.004048583,0.00304878,0,0,0,0.033057851,0.000339213,0.001024328,0.00921659,0,0,0,0,0,0,0,0,0,0.025951557,0.128712871,0.15625,0.090909091,0.06122449,0.981900452,0,0.012507817,0,0.023364486
government_agencies,0.006896552,0,0,0.034482759,0,0,0,0,0,0.024793388,0.000339213,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpg,0,0,0,0,0,0,0,0,0,0,0,0.003585147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061538462,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0
grails,0.022988506,0,0,0,0,0,0,0,0,0,0,0.028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028205128,0,0,0,0,0,0,0,0.010668973,0.009075908,0.010416667,0.166666667,0,0.002262444,0.014814815,0.001563477,0.003401361,0.009345794
greasemonkey,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
great_team_player,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056338028,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0
greenhopper,0,0.043103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid-computing,0.022988506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
groovy,0,0,0,0,0,0,0,0,0,0,0,0.003585147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gruntjs,0,0,0,0,0,0.009146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guid,0,0,0,0,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gwt,0,0,0,0,0,0,0,0,0,0,0.012211669,0.014340589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gyroscope,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0.017948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gzip,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h.264,0,0,0,0,0,0,0,0,0,0,0.002374491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hadoop,0.137931034,0,0.061281337,0,1,0.024390244,0,0.072727273,0,0,0.001017639,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0
hammer.js,0,0,0,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handle_projects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handle_projects_friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hands_experience,0.004597701,0,0.002785515,0,0.012145749,0,0.000958773,0.018181818,0,0.016528926,0.001017639,0,0.004608295,0,0.007692308,0,0.571428571,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0
hardware,0,0,0,0,0,0,0,0,0,0,0,0,0.069124424,0,0,0,0,0,0,0,0,0,0.103806228,0.252475248,0.03125,0.909090909,0.306122449,0.076923077,0.066666667,0.038148843,0.183673469,0.018691589
hbase,0.013793103,0,0.022284123,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdfs,0.011494253,0,0,0,0.064777328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthcare_area_expertise,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthcare_processes,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthcare_working_environment,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heroku,0.075862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hibernate,0,0,0,0.086206897,0,0,0,0,0,0,0.000339213,0.006914213,0,0,0,0,0,0.066666667,0.042253521,0,0.079365079,0,0.001730104,0,0,0,0,0,0,0.000625,0,0.186915888
hive,0,0,0.022284123,0,0.222672065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hmac,0,0,0,0,0,0,0,0,0,0,0,0.009731114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoc,0,0,0.008356546,0,0.008097166,0,0,0,0.036363636,0,0,0.000512164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hook,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hosting,0.144827586,0,0,0,0,0,0,0,0,0,0,0,0.023041475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsm,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
html,0.002298851,0.002873563,0.077994429,0.120689655,0.012145749,0.006097561,0.007670182,0.018181818,0,0.008264463,0.3307327,0.113700384,0,0.446808511,0,0.043478261,0,0,0.169014085,0.095238095,0.063492063,0.043478261,0.032871973,0.027227723,0.3125,0.363636364,0.010204082,0.009049774,0.077777778,0.010944145,0.051020408,0.231308411
html-encode,0,0,0,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
html5,0.016091954,0,0,0,0,0.007621951,0,0,0,0,0.23202171,0.023303457,0,0,0.023076923,0,0,0,0,0,0,0,0.001730104,0.004950495,0,0,0,0,0.022222222,0.000625,0,0.023364486
htmlpurifier,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http,0,0,0,0,0,0,0,0.036363636,0,0,0,0,0,0,0.005128205,0.130434783,0,0,0.014084507,0.047619048,0,0,0.005190311,0,0.0625,0.090909091,0,0,0,0.001250782,0.020408163,0.023364486
http-authentication,0,0,0,0,0,0,0,0,0,0,0,0.004865557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http-referer,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hybrid-mobile-app,0,0,0,0,0,0,0,0,0,0,0.002713704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyper-v,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0.161290323,0,0,0,0,0,0,0,0,0,0.010380623,0.004950495,0,0.090909091,0.06122449,0,0,0.012507817,0.040816327,0
hypervisor,0,0,0,0,0,0,0,0,0,0,0,0,0.101382488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iaas,0.04137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
icloud,0.013793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ideation,0.004597701,0,0.002785515,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identity,0,0,0,0,0,0,0,0,0,0,0,0.006145967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iframe,0,0,0.016713092,0,0,0,0,0,0,0,0,0.030729834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iis,0.027586207,0,0.016713092,0,0.008097166,0.00304878,0.000958773,0,0.018181818,0,0.004070556,0.079641485,0.004608295,0.042553191,0,0,0,0,0,0,0,0,0.039792388,0.03960396,0,0.545454545,0.142857143,0.009049774,0,0.026891807,0.081632653,0.014018692
image,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image-processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image-recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impersonation,0,0,0,0,0,0,0,0,0,0,0,0.014340589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
implementation_experience,0.002298851,0,0,0.068965517,0.008097166,0.004573171,0,0,0.036363636,0.008264463,0,0.001536492,0.00921659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
improving_healthcare_working_environment,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inc,0.006896552,0,0,0.034482759,0.004048583,0,0,0,0.018181818,0.024793388,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_efficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
industrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.285714286,0,0,0,0.015873016,0.260869565,0,0,0,0,0,0,0,0,0,0
infopath,0,0,0,0,0,0.042682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
information_infrastructure,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
information_security,0.002298851,0,0,0,0,0,0,0,0,0.008264463,0,0.00128041,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
information_systems,0.006896552,0.002873563,0.005571031,0.103448276,0,0,0.001917546,0,0.054545455,0.024793388,0,0.001792574,0.004608295,0.042553191,0,0,0,0,0,0,0,0,0.002595156,0.004950495,0,0,0.010204082,0,0,0.004690236,0.06122449,0
information_technology,0.013793103,0,0.005571031,0.068965517,0,0,0.000958773,0,0.036363636,0.049586777,0.000678426,0.000256082,0.01843318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infrastructure_design,0,0,0,0.034482759,0,0.00304878,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infrastructure_services,0,0,0,0.017241379,0,0.00304878,0,0,0,0,0,0,0.004608295,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ini,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
injection,0,0,0,0,0,0,0,0,0,0,0,0.01971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innovation_methodologies,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innovation_team,0.009195402,0,0,0,0,0,0,0,0,0.033057851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innovation_team_responsible,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innovative,0.029885057,0.005747126,0.019498607,0.034482759,0.004048583,0.00304878,0.001917546,0.072727273,0.036363636,0.107438017,0.001017639,0.000256082,0.00921659,0.021276596,0.007692308,0,0.142857143,0,0.450704225,0.047619048,0.031746032,0.304347826,0,0,0,0,0,0,0,0,0,0
innovative_collaborative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
innovative_digital_platform,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
innovative_solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0
input-validation,0,0,0,0,0,0,0,0,0,0,0,0.003072983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insight_leading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
insight_leading_software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
insight_leading_software_service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
inspire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002564103,0,0,0,0.056338028,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0
installation_configuration,0,0,0,0.017241379,0,0.004573171,0,0,0.018181818,0,0.000339213,0.000512164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insurance,0.006896552,0,0.016713092,0.017241379,0,0.004573171,0.000958773,0,0,0.024793388,0.000339213,0,0.004608295,0,0,0,0,0,0,0,0,0,0.006055363,0.011551155,0.010416667,0.015151515,0,0.006787331,0.033333333,0.008963936,0,0.008566978
integration,0,0,0,0,0,0,0.006711409,0.218181818,0.163636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449827,0.025742574,0.13125,0.090909091,0.057142857,0.011764706,0.026666667,0.008755394,0.032653061,0.021495327
integration_projects,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
